episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,done,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,experiment_tag,hist_stats/episode_reward,hist_stats/episode_lengths,timers/learner_dequeue_time_ms,timers/learner_grad_time_ms,timers/learner_grad_throughput,timers/learner_overall_time_ms,timers/learner_overall_throughput,info/num_steps_sampled,info/num_weight_syncs,info/num_steps_trained,info/last_target_update_ts,info/num_target_updates,info/exploration_infos,perf/cpu_util_percent,perf/ram_util_percent,perf/gpu_util_percent0,perf/vram_util_percent0,info/learner_queue/size_count,info/learner_queue/size_mean,info/learner_queue/size_std,info/learner_queue/size_quantiles,info/replay_shard_0/add_batch_time_ms,info/replay_shard_0/replay_time_ms,info/replay_shard_0/update_priorities_time_ms,info/learner/default_policy/cur_lr,info/learner/default_policy/mean_q,info/learner/default_policy/min_q,info/learner/default_policy/max_q,info/learner/default_policy/mean_td_error,info/replay_shard_0/policy_default_policy/added_count,info/replay_shard_0/policy_default_policy/sampled_count,info/replay_shard_0/policy_default_policy/est_size_bytes,info/replay_shard_0/policy_default_policy/num_entries
nan,nan,nan,nan,0,8,5175040,False,2194,201,8380698ef7bf4fe495f622680021a8c0,2022-01-15_23-00-01,1642287601,20.784552574157715,2475.1479947566986,206,ip-10-0-151-106.us-east-2.compute.internal,10.0.151.106,20.784552574157715,0,1,00000,0,[],[],0.01,57.066,8972.066,57.127,8962.416,5175040,10104,16996352,16959488,338,"[{'cur_epsilon': 0.0}, {'cur_epsilon': 0.4}, {'cur_epsilon': 0.16}, {'cur_epsilon': 0.064}, {'cur_epsilon': 0.0256}, {'cur_epsilon': 0.01024}, {'cur_epsilon': 0.004096}, {'cur_epsilon': 0.0016384}, {'cur_epsilon': 0.00065536}]",78.625,18.967857142857138,0.019285714285714288,0.050698259315639684,15,7.0,4.320493798938574,"[0.0, 1.4000000000000001, 7.0, 12.6, 14.0]",8.812,33.561,58.42,0.0002500000118743628,0.0076112533,-0.0068060905,0.03343779,0.00013420515,13184,9728,4495744,13184
0.0,0.0,0.0,1000.0,24,8,5201024,False,2218,202,8380698ef7bf4fe495f622680021a8c0,2022-01-15_23-00-12,1642287612,11.154741048812866,2486.3027358055115,206,ip-10-0-151-106.us-east-2.compute.internal,10.0.151.106,31.93929362297058,0,2,00000,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",0.011,60.094,8519.958,60.164,8510.117,5201024,10153,17072640,17059840,340,"[{'cur_epsilon': 0.0}, {'cur_epsilon': 0.4}, {'cur_epsilon': 0.16}, {'cur_epsilon': 0.064}, {'cur_epsilon': 0.0256}, {'cur_epsilon': 0.01024}, {'cur_epsilon': 0.004096}, {'cur_epsilon': 0.0016384}, {'cur_epsilon': 0.00065536}]",86.20714285714287,22.15714285714285,0.3485714285714286,0.10788271890925936,164,11.86,2.925816125459698,"[5.0, 8.0, 12.0, 16.0, 16.0]",7.766,30.134,65.626,0.0002500000118743628,0.0073146955,-0.010392549,0.054630075,0.0002351396,19328,37888,6590848,19328
0.0,0.0,0.0,1000.0,0,8,5226240,False,2218,203,8380698ef7bf4fe495f622680021a8c0,2022-01-15_23-00-22,1642287622,10.276103258132935,2496.5788390636444,206,ip-10-0-151-106.us-east-2.compute.internal,10.0.151.106,42.215396881103516,0,3,00000,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",0.01,56.294,9095.064,56.354,9085.371,5226240,10201,17155584,17110016,341,"[{'cur_epsilon': 0.0}, {'cur_epsilon': 0.4}, {'cur_epsilon': 0.16}, {'cur_epsilon': 0.064}, {'cur_epsilon': 0.0256}, {'cur_epsilon': 0.01024}, {'cur_epsilon': 0.004096}, {'cur_epsilon': 0.0016384}, {'cur_epsilon': 0.00065536}]",85.95384615384614,23.546153846153842,0.37923076923076926,0.10788271890925936,324,11.84,2.9823480682173904,"[5.0, 7.9, 12.0, 16.0, 16.0]",8.181,33.182,63.714,0.0002500000118743628,0.0075392993,-0.0050006686,0.030037811,0.00036202036,24320,58880,8293120,24320
0.0,0.0,0.0,1000.0,0,8,5251456,False,2218,204,8380698ef7bf4fe495f622680021a8c0,2022-01-15_23-00-33,1642287633,10.401700258255005,2506.9805393218994,206,ip-10-0-151-106.us-east-2.compute.internal,10.0.151.106,52.61709713935852,0,4,00000,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",0.01,55.355,9249.458,55.412,9239.907,5251456,10251,17238016,17210368,343,"[{'cur_epsilon': 0.0}, {'cur_epsilon': 0.4}, {'cur_epsilon': 0.16}, {'cur_epsilon': 0.064}, {'cur_epsilon': 0.0256}, {'cur_epsilon': 0.01024}, {'cur_epsilon': 0.004096}, {'cur_epsilon': 0.0016384}, {'cur_epsilon': 0.00065536}]",85.70769230769231,24.546153846153842,0.4092307692307692,0.10788271890925936,485,12.58,2.814888985377576,"[5.0, 8.9, 13.0, 16.0, 16.0]",8.271,36.837,68.584,0.0002500000118743628,0.0065879887,-0.0035322555,0.028346209,-9.920636e-05,31360,79360,10693760,31360
0.0,0.0,0.0,1000.0,24,8,5276544,False,2242,205,8380698ef7bf4fe495f622680021a8c0,2022-01-15_23-00-43,1642287643,10.23151969909668,2517.212059020996,206,ip-10-0-151-106.us-east-2.compute.internal,10.0.151.106,62.8486168384552,0,5,00000,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",0.009,50.325,10173.8,50.381,10162.5,5276544,10301,17317376,17310720,345,"[{'cur_epsilon': 0.0}, {'cur_epsilon': 0.4}, {'cur_epsilon': 0.16}, {'cur_epsilon': 0.064}, {'cur_epsilon': 0.0256}, {'cur_epsilon': 0.01024}, {'cur_epsilon': 0.004096}, {'cur_epsilon': 0.0016384}, {'cur_epsilon': 0.00065536}]",86.15384615384616,25.515384615384615,0.39230769230769236,0.10788271890925936,641,13.04,2.199636333578803,"[7.0, 10.0, 13.0, 16.0, 16.0]",7.424,31.525,70.507,0.0002500000118743628,0.0068353047,-0.012857638,0.02436021,-0.0001311404,36224,99840,12352384,36224
0.0,0.0,0.0,615.9213483146067,41,8,5302144,False,2283,206,8380698ef7bf4fe495f622680021a8c0,2022-01-15_23-00-53,1642287653,10.562381505966187,2527.7744405269623,206,ip-10-0-151-106.us-east-2.compute.internal,10.0.151.106,73.41099834442139,0,6,00000,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[655, 433, 451, 451, 451, 451, 451, 451, 49, 49, 49, 49, 49, 49, 49, 49, 542, 49, 49, 49, 49, 49, 49, 49, 69, 69, 69, 69, 69, 69, 69, 69, 67, 67, 67, 67, 67, 67, 67, 498, 227, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",0.011,55.594,9209.692,55.661,9198.543,5302144,10351,17399296,17360896,346,"[{'cur_epsilon': 0.0}, {'cur_epsilon': 0.4}, {'cur_epsilon': 0.16}, {'cur_epsilon': 0.064}, {'cur_epsilon': 0.0256}, {'cur_epsilon': 0.01024}, {'cur_epsilon': 0.004096}, {'cur_epsilon': 0.0016384}, {'cur_epsilon': 0.00065536}]",85.7357142857143,26.55,0.3964285714285714,0.10788271890925936,800,11.32,3.2890120097074744,"[3.0, 7.0, 12.0, 15.100000000000001, 16.0]",7.604,30.841,66.519,0.0002500000118743628,0.012884492,-0.006064548,0.1803049,0.0007322064,42752,120320,14578432,42752
0.0,0.0,0.0,200.65,98,8,5327488,False,2381,207,8380698ef7bf4fe495f622680021a8c0,2022-01-15_23-01-04,1642287664,10.625682592391968,2538.4001231193542,206,ip-10-0-151-106.us-east-2.compute.internal,10.0.151.106,84.03668093681335,0,7,00000,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[66, 66, 65, 65, 65, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 65, 65, 65, 65, 65, 65, 65, 65, 65, 66, 66, 65, 66, 66, 66, 66, 66, 66, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 66, 65, 869, 65, 65, 65, 65, 1000, 1000, 1000, 1000, 1000, 1000, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 498, 227]",0.01,52.808,9695.479,52.863,9685.461,5327488,10401,17480704,17461248,348,"[{'cur_epsilon': 0.0}, {'cur_epsilon': 0.4}, {'cur_epsilon': 0.16}, {'cur_epsilon': 0.064}, {'cur_epsilon': 0.0256}, {'cur_epsilon': 0.01024}, {'cur_epsilon': 0.004096}, {'cur_epsilon': 0.0016384}, {'cur_epsilon': 0.00065536}]",86.93846153846154,27.523076923076925,0.33923076923076934,0.10788271890925936,959,13.26,2.1615735009478625,"[9.0, 10.0, 13.5, 16.0, 16.0]",8.776,32.059,72.048,0.0002500000118743628,0.019702477,-0.0036997693,0.17819051,0.00051080226,48768,140288,16629888,48768
0.0,0.0,0.0,133.25,36,8,5353344,False,2417,208,8380698ef7bf4fe495f622680021a8c0,2022-01-15_23-01-15,1642287675,10.824239730834961,2549.224362850189,206,ip-10-0-151-106.us-east-2.compute.internal,10.0.151.106,94.86092066764832,0,8,00000,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[65, 65, 65, 65, 65, 65, 67, 65, 65, 65, 65, 65, 66, 65, 69, 49, 65, 65, 65, 65, 65, 65, 65, 65, 65, 66, 66, 66, 66, 66, 134, 134, 134, 134, 134, 134, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 66, 65, 869, 65, 65, 65, 65, 1000, 1000, 1000, 1000, 1000, 1000, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65]",0.015,57.909,8841.384,57.987,8829.569,5353344,10450,17565184,17561600,350,"[{'cur_epsilon': 0.0}, {'cur_epsilon': 0.4}, {'cur_epsilon': 0.16}, {'cur_epsilon': 0.064}, {'cur_epsilon': 0.0256}, {'cur_epsilon': 0.01024}, {'cur_epsilon': 0.004096}, {'cur_epsilon': 0.0016384}, {'cur_epsilon': 0.00065536}]",85.74285714285715,28.457142857142856,0.4014285714285714,0.10788271890925936,1123,13.24,1.8607525359380812,"[9.0, 11.0, 13.0, 16.0, 16.0]",8.104,33.134,70.487,0.0002500000118743628,0.018409649,-0.017041324,0.21171406,0.00032180594,55168,161792,18812288,55168
0.0,0.0,0.0,133.25,0,8,5379328,False,2417,209,8380698ef7bf4fe495f622680021a8c0,2022-01-15_23-01-25,1642287685,10.523064851760864,2559.74742770195,206,ip-10-0-151-106.us-east-2.compute.internal,10.0.151.106,105.38398551940918,0,9,00000,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 66, 65, 869, 65, 65, 65, 65, 1000, 1000, 1000, 1000, 1000, 1000, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 67, 65, 65, 65, 65, 65, 66, 65, 69, 49, 65, 65, 65, 65, 65, 65, 65, 65, 65, 66, 66, 66, 66, 66, 134, 134, 134, 134, 134, 134]",0.012,58.666,8727.334,58.731,8717.694,5379328,10502,17645568,17611776,351,"[{'cur_epsilon': 0.0}, {'cur_epsilon': 0.4}, {'cur_epsilon': 0.16}, {'cur_epsilon': 0.064}, {'cur_epsilon': 0.0256}, {'cur_epsilon': 0.01024}, {'cur_epsilon': 0.004096}, {'cur_epsilon': 0.0016384}, {'cur_epsilon': 0.00065536}]",86.32142857142858,29.435714285714287,0.3992857142857143,0.10788271890925936,1282,12.58,2.6006922155456995,"[6.0, 9.0, 13.0, 16.0, 16.0]",7.248,32.694,66.03,0.0002500000118743628,0.02340416,-0.043960176,0.4381855,-0.00049053924,62336,181248,21256576,62336
0.0,0.0,0.0,357.65,24,8,5404544,False,2441,210,8380698ef7bf4fe495f622680021a8c0,2022-01-15_23-01-36,1642287696,10.259972095489502,2570.0073997974396,206,ip-10-0-151-106.us-east-2.compute.internal,10.0.151.106,115.64395761489868,0,10,00000,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 66, 65, 869, 65, 65, 65, 65, 1000, 1000, 1000, 1000, 1000, 1000, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 67, 65, 65, 65, 65, 65, 66, 65, 69, 49, 65, 65, 65, 65, 65, 65, 65, 65, 65, 66, 66, 66, 66, 66, 134, 134, 134, 134, 134, 134]",0.009,60.188,8506.722,60.242,8499.022,5404544,10551,17726976,17712128,353,"[{'cur_epsilon': 0.0}, {'cur_epsilon': 0.4}, {'cur_epsilon': 0.16}, {'cur_epsilon': 0.064}, {'cur_epsilon': 0.0256}, {'cur_epsilon': 0.01024}, {'cur_epsilon': 0.004096}, {'cur_epsilon': 0.0016384}, {'cur_epsilon': 0.00065536}]",86.3153846153846,30.43846153846154,0.37923076923076915,0.10788271890925936,1439,12.6,2.4248711305964283,"[6.0, 9.9, 13.0, 16.0, 16.0]",7.678,32.998,71.079,0.0002500000118743628,0.031157961,-0.1250582,0.7157582,-0.0044451137,68992,201728,23526272,68992
